verb|subjects|objects
ἐπιπλήσσω|εἰμί,ἐγώ,τις,Ὀδυσσεύς|ἐγώ,ἐσθλός,ἀγορεύω,κράτος,ἀέξω,ἐγώ,ἐπιπλήσσω,ἵππος,ὅμιλος,μάστιξ,δίφρος,αἱρέω
πειράω|ὅς,ὅς,ὅς,Δηίφοβος,ἐγώ,ὅς,σύ,Τρώς,Τρώς,Νέστωρ,ὅδε,Ἀχιλλεύς,γυῖον,Ἀγήνωρ,θεός,ὅς,ἄλλος,ὅδε,Ἕκτωρ,ὁ,λέων,ὅς,θυμός,ἐγώ,ὅς,ὁ,κεραμεύς,Τρώς,Ἀπόλλων,ὅς,βιός,ἰός,θυμός,ὅς,ἐγώ,ὅς,ἐγώ,πᾶς,ὁ,ὅς,ἐθέλω,Ἀπόλλων,ἐρωή,ἀνήρ,ῥιπή,ἀνήρ,Τρώς,Ἀχαιός,οὖρον,ἀνήρ,θεός,σύ,ἄριστος,Κρονίδης,θεός,πᾶς,θεός,πᾶς,τις,ὅστις,ὁ,μιν,Μενέλαος,ἄλλος,Ἀχαιός,θυμός,Ἀθήνη,Φαίαξ,ἔρις,ἦμαρ,ἐγώ,σύ,πόα,νέος,σύ,δάω,πυνθάνομαι,ὅς,νύξ,ἦμαρ,ξένος,γαστήρ,ἴς,ἄλη,ἀκομιστία,ἐγώ,ἐγώ,ἐγώ,ὁ,νόος,οὗτος,σύ,ἐγώ,θεός,ὅσος,πειράω,ὁ,καρδία,θυμός,κελεύω,ὁ,ἶψ,ἄναξ,ὁ|ἆθλος,ἆθλος,ἆθλος,τις,ἑταιρίζω,ἄψ,πειράω,ὁ,ἄλαλκε,φώς,Ἀθήνη,ἔρχομαι,φύλοπις,πειράω,Ἀχαιός,ἄρχω,δηλέομαι,στρατός,Τρώς,Ἀχαιός,Ἀχαιός,ἄρχω,δηλέομαι,ὁ,πολύς,ἕκαστος,Ὀδυσσεύς,πειράω,πείθω,Πηλείων,υἱός,ἕ,ἕ,φεύγω,Ἀχιλλεύς,ἀνήρ,δαμάζω,κακός,ὅσος,πόλις,ὅς,μένω,ὁ,δόρυ,εἶμι,ἕ,μῆλον,δόμος,ἔρχομαι,πόλεμος,Ἀχαιός,Τρώς,ἀντίος,ἰαύω,φεύγω,Δαναοί,Τρώς,τυγχάνω,ἐγώ,ναῦς,ἐγώ,αὐτόθι,ἐγώ,εἶπον,σύ,τροχός,θέω,λαός,χάρις,ἀπόλλυμι,ὁ,ἐγώ,Ἕκτωρ,ἐγώ,ἐγώ,σύ,δῶρον,δέχομαι,σύ,ἐγώ,Τρώς,ἐγώ,ὁ,ἀνήρ,τεῦχος,χαλκός,ἀλλήλων,πειράω,ἀνήρ,αὐτός,εἰσέρχομαι,αὐτός,ἐγώ,μάχομαι,ὄχθη,μέσος,κέλευθος,σθένος,ὅς,ὅς,ἥβη,ἐνθάδε,θεός,φάλαγξ,ἕ,ἐρεθίζω,Ἥρα,ὁ,διακείρω,ἔπος,ἔργον,χείρ,γέρας,ἐγώ,ἐγώ,ἐγώ,σύ,πούς,κυνέω,περιφύομαι,πατήρ,εἶπον,γαῖα,ἐξέρομαι,ἕκαστος,πειράω,φρήν,θυμός,πατήρ,ἐάω,μιμνήσκω,ἐξέρομαι,ἕκαστος,πειράω,σύ,πειράω,ξενίζω,πόσις,φαρέτρα,ὁ,πειράω,μῦθος,ἔνδοθι,σύ,κήρ,Πυλόνδε,ὁ,χάρις,κεφαλή,ὦμος,μιν,Φαίαξ,ἆθλος,ὁ,Ὀδυσσεύς,ἐγώ,δρέπανον,τοῖος,ἔργον,πολύς,ἆθλος,δεῦρο,ἆθλος,τις,κῆδος,θυμός,ἄλοχος,ἕ,δάκρυον,γαῖα,ἱκνέομαι,ἆθλος,φίλος,οἴκαδε,περιγίγνομαι,ἄλλος,ἕ,μῆλον,δόμος,ἔρχομαι,ἐγώ,τόξον,χείρ,σθένος,εἰμί,ὄλλυμι,πατήρ,ἐγώ,σφεῖς,σύ,ἐρῶ,σύ,τόξον,τις,νευρά,πόσις,ἕ,εἰμί,παλαισμοσύνη,σφαῖρα,τις,οἶδα,πειράω,μῦθος,ὅστις,δεῦρο,ἐγώ,τόξον,κέρας,ἔδω,τόξον,ἆθλος
καταθνήσκω|βροτός,Ἕκτωρ,σύ,ὁ,Τρώς,Λύκιοι,Μυρμιδόνες,Ἀχαιός,ἄριστος,ἀνήρ,ἔρδω,ἀνήρ,ὁ,λᾶας,ἱππόδρομος,ὁ,Ἀχιλλεύς,ὅδε,Ἕκτωρ,Πάτροκλος,ὁ,ἀνήρ,φειδώ,ὅς,μήτηρ,πατήρ,ὁ,ψυχή,ὅς,ὁ,ψυχή,ὁ,θυμός,ἐγώ|νεκρός,ὁ,ἕλκος,ὀδύνη,κράτος,Λύκιοι,πολεμίζω,φάλαγξ,νέκυς,ἀήρ,πολύς,αἰδώς,θυμός,παῖς,ἄλοχος,κτῆσις,τοκεύς,ὅς,στρατός,τις,τις,νέκυς,αἴθουσα,ἀλλήλων,ὁ,κρατήρ,δάκρυον,παρειά,ἀδελφός,υἱός,χαλκός,ὀφθαλμός,Ἔρεβος,αἷμα,εἶμι,σύ,νημερτής,κῆδος,ἐγώ,οὐδείς,ψυχή,Ἔρεβος,ψυχή,εἶδον,ὁ,Ἴλιος,ψυχή,ψυχή,αἱρέω
πλανάω|ὅς,ἵππος|ἵππος,ἅρμα,δρόμος
κικλήσκω|Τρώς,Ἕκτωρ,ὅσος,Αἴας,ὅς,ἑταῖρος,θεός,ἀνήρ,Ἀχιλλεύς,ὁ,ὅς,κόλπος,κολώνη,ἀνήρ,ἀθάνατος,ἀνήρ,γυνή,Ἀτρείδης,Ἀγαμέμνων,νῆσος,τροπή,πατήρ,νῆσος,ναῦς,οὖρος,μήτηρ,πατήρ,ἑταῖρος,νέος,τις|εὕδω,ἄριστος,σφεῖς,ὅμιλος,ὄζος,ὄρνις,ὅς,χαλκίς,κύμινδις,ἐγώ,κρατήρ,δέπας,οἶνος,χαμάδις,γαῖα,ψυχή,ὁ,χόλος,ἄρος,θεός,φόνος,γαῖα,Ἀΐδης,Περσεφόνεια,δάκρυον,παῖς,δίδωμι,θάνατος,ὁ,Βατίεια,σῆμα,ὁ,τεῦχος,ὦμος,ὁ,ἐπίκλησις,φάλαγξ,ἄχος,ἦτορ,κῆρυξ,ἀγορά,κικλήσκω,ἀνήρ,βοάω,βοῦς,Κρονίων,Ζεύς,σύ,τις,ἕ,ὅς,ἐγώ,πού,ἄνωγα
ἀναψύχω|Πάνδαρος,κῦμα,ἦτορ,γαιήοχος,ὅς,νιφετός,χειμών,ὄμβρος,Ὠκεανός|ἄναξ,ἕλκος,ὁ,μιν,σφεῖς,ἱδρώς,χρώς,ἀσάμινθος,Ἀχαιός,ἦτορ,ἀήτης,ἄνθρωπος
ἀλητεύω|ξένος,Ζεύς,θεός,ὅς,οὗτος,ἤια,λιμός,ὅς,ἱκνέομαι,οὗτος|ἀνήρ,σύ,,ἐθέλω,πέλω,θυμός,ἀλητεύω,ναῦς,ἄγρα,ὅς,γαστήρ,δῆμος,δέσποινα,ἀπατήλιος,ὅς,Ὀδυσσεύς
ἀέξω|Μενέλαος,ἔρις,χόλος,ὅς,πολύφρων,καπνός,εἰμί,ἠώς,ἦμαρ,ἠώς,ἦμαρ,βέλος,λαός,οἶνος,σύ,θεός,ὅς,ἄναξ,θεός,ἔργον,θυμός,ἐγώ,θυγάτηρ,θεός,ὅς,ἄναξ,θεός,ἔργον,κῦμα,γαλήνη,Τηλέμαχος,ἕ,μήτηρ,ἠώς,ἦμαρ,θεός,Τηλέμαχος,ὁ,γῆρας,ὅς,ὅς,ὄμβρος,ἄρουρα,ὄμβρος|ὁ,λαός,θυμός,πένθος,θεός,ἄνθρωπος,χαλεπαίνω,ἐγώ,ἐσθλός,ἀγορεύω,κράτος,ἀέξω,ἀνήρ,μένος,ἔτης,κυνέα,κεφαλή,πένθος,νόστος,ἐγώ,οἷος,ὅς,οἰκεύς,ἕ,ἐγώ,μῦθος,ἔνδοθι,σύ,κήρ,Πυλόνδε,δῶρον,ζώω,υἱός,νόστος,ἐγώ,οἷος,ὅς,οἰκεύς,ἕ,ἐγώ,σημαίνω,γυνή,ἔργον,ὅς,πένθος,δάκρυον,χαμαί,βλέφαρον,κάρα,κακός,ἔνθα,πένθος,νόστος,γαῖα,θεός,φυτόν,οἶνος,σφεῖς,Κύκλωψ,οἶνος,σφεῖς
μαστίω|ὁ,τις,ἀφρός,ἦτορ|πλευρά,ἰσχίον,ἕ,μάχομαι,τις,ναῦς
κοτέω|ἐγώ,ἦμαρ,Ἴλιος,Πρίαμος,λαός,Ζεύς,ὁ,θεά,ἐγώ,ὀβριμοπάτρη,ὀβριμοπάτρη,χθών,Ζεύς,ὁ,Ἀχαιός,Ἀπόλλων,ὅς,θεός,ἡγήτωρ,μέδων,σύ,ἐγώ,σύ,ἐγώ,ὅς,σύ,ὀβριμοπάτρη,δέσποινα,Ὀδυσσεύς|ἐγχείη,ἀλλήλων,οἴκαδε,Μυρμιδόνες,σύ,ὁ,ὅμιλος,σφεῖς,αἰθήρ,αἰγίς,ἀπάτη,υἱός,ζυγόν,μισθός,ὁ,ὄχος,ἔγχος,στίξ,ὅς,ὄχος,ἔγχος,στίξ,ὁ,ὕδωρ,ἀνήρ,θέμις,δίκη,ὄπις,Τρώς,ἱερός,ὁ,υἱός,χείρ,μάστιξ,σύ,πεδίον,φεύγω,ἄστυ,ναῦς,κλισία,ἐγώ,ὅστις,Δαναοί,Τρώς,εἰμί,Τρώς,κακός,ῥάπτω,ἐγώ,ῥίς,οὖς,μῆδος,κύων,χείρ,πούς,θυμός,μιν,ἔγχος,ὁ,στίξ,ὁ,μῆνις,σύ,σύ
φλύω|ῥεῖθρον|πῦρ
πίπτω|πῦρ,ἄνεμος,θάμνος,Δηίφοβος,Μηριόνης,τρυφάλεια,Αἴας,αἰχμή,ὁ,τεῦχος,Σαρπηδών,ὁ,τεῖχος,λίθος,πύλη,ὀχεύς,σανίς,ὁ,τις,ὁ,γυῖον,ἀσπίς,ὁ,αἰών,ἔρις,θυμός,χείρ,ὁ,γυῖον,ὁ,κῦμα,βέλος,ὀιστός,αὐτός,ὅς,δρῦς,ὀσμή,θράσος,ὅς,κεραυνός,μένος,ὁ,κῦμα,ὁ,θυμός,ἄχος,ἀνήρ,φάος,ἥμισυς,ῥεῖθρον,ὄχθη,χθών,οὐρανός,ὁ,ἄμφω,χείρ,ὁ,σθένος,πολύς,νιφάς,Ζεύς,χῶρος,πόνος,αὐτός,ἤκεστος,λοιγός,ἔργον,Ἀχαιός,Ὀδυσσεύς,ὀστέον,ὄσσε,φάσγανον,ἄλλος,λίθος,ὀστέον,ὀφθαλμός,τεῦχος,Δαναοί,ἡνία,Λυκομήδης,ὅς,Ἀστεροπαῖος,ὁ,Μενέλαος,Αἴας,νιφάς,ἄνεμος,δράγμα,ἀμαλλοδετήρ,ὁ,Κόων,πένθος,Ποσειδεών,υἱωνός,Ἄρης,ὁ,θεός,κεφαλή,στόμα,ῥίς,κνήμη,γόνυ,ὁ,πήληξ,υἱός,ἵππος,ἡνίοχος,θεός,ὅς,ἄλλος,ὅδε,Ἕκτωρ,Πρίαμος,παῖς,Ἀλέξανδρος,ἐγώ,Αἴας,ὁ,ὅς,ὅς,πῦρ,ὁ,κάπρος,βέλος,λαός,κάρηνον,ἵππος,Ἕκτωρ,κάρηνον,βοή,Ἀπόλλων,βέλος,λαός,ἠέλιος,βέλος,λαός,Ἀφροδίτη,ἠώς,ἦμαρ,βέλος,λαός,δράγμα,κῦμα,ῥόος,ὁ,ὁ,ὁ,ὁ,Πουλυδάμας,ἔγχος,ὁ,ὁ,παῖς,ἐγώ,τις,Λητώ,ὁ,λαός,ὁ,μελία,ὅς,φώς,δίφρος,Αἴας,χθών,νεκρός,θεός,ἵππος,ἄλγος,ὅς,τις,ὅς,Ἀχαιός,ὅς,μένος,χείρ,Τρώς,ἐπίκουρος,ἄλκαρ,πολύς,Ἶρις,Ἀπόλλων,ὁ,Ἀπόλλων,ὅς,ὁ,τεῦχος,δόρυ,ὅς,ὀστέον,ὄσσε,δαλός,σκότος,σκότος,ἀκωκή,τεῦχος,τεῦχος,ὁ,Ἀχιλλεύς,τεῦχος,σκότος,τεῦχος,τεῦχος,τεῦχος,Αἴας,ἔγχος,τεῦχος,ὁ,πήληξ,ἀνήρ,ὁ,ὁ,ὁ,ὁ,αἴγειρος,ὅς,ὄζος,ἀνήρ,Ἐπειός,ὅς,Ἕκτωρ,Ἀχαιός,θυμός,ἐγώ,Ἀχαιός,θεός,ὅς,ἄλγος,ὅρκιον,λύκος,ἀρνός,ἐγώ,σύ,φιλέω,ἕτερος,σύ,ἕτερος,πρόχοος,ὁ,ἄνεμος,ὁ,κνήμη,χαλκός,μελία,μελία,αὐτός,Κρονίδης,δόρυ,θυμός,αἷμα,θυμός,Ὀδυσσεύς,υἱός,Εὖρος,Νότος,Ζέφυρος,Βορέας,νύξ,λέβης,ἄχνη,ὁ,ὕπνος,ὁ,ὕπνος,ὅς,ὁ,ἑταῖρος,ἅπας,συβώτης,ἄγγος,ἰχθύς,ἁλιεύς,ὁ,ὕπνος,νύξ,Βορέας,δρίος,ὁ,τεῦχος,πα~ς,θεά,Ζεύς,Ἄρτεμις,κήξ,ὅς,Ζεύς,δέος,ὁ,δάκρυον,ὅς,πόσις,ὁ,ὕπνος,ἐγώ,ὁ,ὁ,ὁ,ὁ,χαλκός,τεῦχος,ἐγώ,ἱστός,ὅπλον,πρόχοος,ὁ,ὕπνος,κῆδος,οὗτος,γυνή,ὅς,Ὀδυσσεύς,ψυχή|ὕλη,πάντῃ,ὁρμή,Ἀσκάλαφος,πήληξ,Ἄρης,βραχίων,χείρ,χαμαί,δόρυ,χαμάδις,δόρυ,ἕ,ἔπαλξις,πολύς,κέλευθος,εἴσω,ῥιπή,χαμαί,ναῦς,χαμάδις,ὦμος,χαμαί,νεκρός,τοκεύς,θρέπτρα,δόρυ,θεός,πεδίον,ἵππος,χαμάδις,ὅμιλος,ναῦς,αὐχήν,νῶτον,στέρνον,νηδύς,δέ,ζωστήρ,πρότερος,ὑσμίνη,πόντος,αὐτός,ὁ,χαμαί,ὅμιλος,ναῦς,θυμός,κονία,Ἀχαιός,Ὠκεανός,νύξ,ἄρουρα,μένος,θυμός,Τρώς,ποταμός,ἀγών,χείρ,ἔγχος,χραισμέω,Ἕκτωρ,νίφω,ἄνθρωπος,κῆλον,τάφρος,νέκυς,ἄλλος,σύ,δίδωμι,θυμός,πίπτω,εἰμί,σύ,αὐτοῦ,λαός,πύλη,πάντῃ,χείρ,δάιος,ἔγχος,πίπτω,σύ,βοῦς,ἄστυ,ἄλοχος,τέκνον,ναῦς,Διομήδης,χαμαί,χείρ,χαμάδις,ὦμος,ὀφρύς,χαμαί,κονία,χείρ,χαμαί,ὁ,ἐγγύς,ἧπαρ,γόνυ,Παίονες,ὁ,Δαναοί,μάχομαι,ὁ,πρόμαχος,χαλκός,ἐγχείη,ὁ,ἔραζε,ὅς,νέφος,χθών,ἄλλος,ἔραζε,ὁ,ἕ,ὀφθαλμός,εἶμι,κλισία,ναῦς,Δαναοί,Τρώς,κῆδος,υἱός,βουλή,πόλεμος,οὖδας,ὁ,Πάτροκλος,κονία,πίπτω,ἀνήρ,δαμάζω,κακός,ὅσος,πόλις,ὅς,μένω,ἐγώ,τιμή,τίνω,τέλος,κασίγνητος,ἕ,σάκος,ἐγώ,περικτίονες,πούς,Τροία,πυρή,ὅμιλος,κύων,Ἀγαμέμνων,ὄχος,ἡνίοχος,αἰγίς,οὐρανός,ἀμφότερος,γόνυ,ἔραζε,σάκος,ὕπνος,ἀστός,χάρις,πολύς,κονία,γαῖα,γαῖα,γαῖα,κύων,οἰωνός,δημός,σάρξ,ὁ,ὦμος,κονία,γαῖα,κονία,γαῖα,τις,θυμός,μήτηρ,Αἴας,ἐγώ,ἵππος,δόμος,τεῦχος,ἐγώ,γηθέω,γέφυρα,κορέννυμι,κύων,οἰωνός,δημός,σάρξ,τόξον,βοῦς,ἄκων,χαλκός,χθών,φύλλον,ὄχος,αἷμα,ναῦς,δίδωμι,κράτος,ναῦς,ἐλαύνω,δίφρος,κονία,νίκη,ἐγώ,κονία,πίπτω,ἦμαρ,ἀλλήλων,Δαναοί,ἔχω,ναῦς,πίπτω,ἔχω,πίπτω,μῆτις,νεκρός,δεῦρο,ἔχω,ναῦς,πίπτω,ναῦς,τεῖχος,αὖλις,πυρά,ἔχω,ναῦς,πίπτω,ναῦς,οἶκος,γαῖα,Πρίαμος,Τρώς,φῦλον,δεῦρο,ἔρχομαι,λαός,Ποσειδεών,πόλεμος,δῶμα,ἱκνέομαι,Ἕκτωρ,μάχη,μένος,ὀδύνη,μιν,Ἀχαιός,φύζα,φύγαδε,μετάφρενον,δόρυ,στῆθος,αὐτός,καρδία,οὐρίαχος,χαμαί,χείρ,ὁ,ὄσσε,ὄσσα,λαός,αὐχήν,πέλεθρον,χαίτη,ὁ,ὄσσα,αὐτός,μετάφρενον,δόρυ,ὦμος,στῆθος,αὐτός,ὁ,ζωστήρ,γαστήρ,ἕ,κονία,ὁ,πέλεκυς,ἴς,Ἕκτωρ,κονία,χαμαί,ἐγώ,μάχομαι,ἀνεψιός,Τρώς,Λύκιοι,μάχη,υἱός,μιν,τεῦχος,μιν,ἐγώ,τεῦχος,ἐγώ,κρύπτω,θυμός,κακός,ἀλλήλων,αἷμα,ὁ,πούς,βέλος,τεῦχος,συλάω,ἀποπαύω,αἷμα,χαμαί,κονία,τοῖχος,τοῖχος,σχεδία,πηδάλιον,χείρ,κεραυνός,κονία,στόμα,κονία,ὀδών,γαῖα,πρόμαχος,κῦμα,σκόπελος,εὕδω,σφεῖς,βλέφαρον,ἕ,βλέφαρον,Πλειάδες,Βοώτης,ἄρκτος,ὅς,ἐπίκλησις,Ὠρίων,καταβαίνω,κλῖμαξ,τέγος,κεραυνός,θεῖον,ναῦς,ναῦς,χείρ,ὁ,οἶνος,ὁ,ὅς,θάλασσα,βλέφαρον,ἅπας,δέρμα,κήρ,ἔραζε,χείρ,χθών,ὄψ,ἦμαρ,γυνή,ἄντλος,γαῖα,σφεῖς,ληίς,ναῦς,οἶκόνδε,ὁ,φρήν,ἕκαστος,βλέφαρον,ἅλς,βλέφαρον,θάνατος,ναῦς,ἀποφθίνω,τλάω,ζωός,μέτειμι,χθών,ἔγχος,πόλις,τεῖχος,ὅμαδος,δοῦπος,φρήν,καταβαίνω,κλῖμαξ,τέγος,ἄντλος,χαμαί,κονία,αὐχήν,μιν,πόσις,ἄστυ,τέκος,ἦμαρ,μιν,γαῖα,ἀνήρ,θρόνος,τοῖχος
λωφάω|δαμάζω,ὅδε,σύ,ἐγκέφαλος,κῆρ,Οὖτις|ποταμός,οὖδας,κακός,ὁ,ἐγώ
κηκίω|θάλασσα|χρώς,στόμα,ῥίς
ἐπιάλλω|οὗτος,Κρονίων|ἔργον,γάμος,ὁ,δῆμος,παῖς
ἐρείδω|ὁ,ὁ,Λυκοῦργος,ὁ,ἔγχος,Ἀθήνη,ἔγχος,ὅς,ἔγχος,Ἕκτωρ,ἥρως,ὅς,Ἀτρείδης,ἔγχος,Ἰφιδάμας,Ἀθήνη,ὁ,ὁ,χαίτη,ὁ,ὁ,λᾶας,ἱππόδρομος,ὁ,Ἀχιλλεύς,βέλος,χείρ,ὁ,αἰχμή,πόρκης,ὁ,Ἕκτωρ,Ἀλέξανδρος,ὅς,πόλις,ὁ,ἀσπίς,κόρυς,ἀνήρ,ἀσπίς,κόρυς,ἀνήρ,Τυδείδης,Ὀδυσσεύς,ὁ,ἐγώ,ἀνήρ,ὁ,ὁ,Ποντόνοος,θρόνος,ἐγώ,ὄργυια,φέρω|οὖδας,οὖδας,μέσος,οὖδας,ἀσπίς,θώραξ,πλευρά,χρώς,μίγνυμι,ἔγκατα,ἀσπίς,θώραξ,ζωστήρ,θώραξ,μίτρα,ὅς,ἕ,ἀσπίς,θώραξ,ὅμιλος,γαῖα,γαῖα,ἀλλήλων,ζώνη,θώραξ,χείρ,θέμεθλα,χείρ,μελία,ὁ,οὖδας,κῆρ,κακός,θαιρός,πέτρος,ὁ,φώς,βέλος,ἡνία,ὁ,ἔπος,Ἀργεῖος,ὁ,ἔπος,Τρώς,πελεμίζω,μένος,πύργος,ἀσπίς,ἀσπίς,κόρυς,δόρυ,τεῖχος,Ἀχιλλεύς,ἕ,Ἑλένη,κτῆμα,πᾶς,ὅσος,Τροίανδε,δίδωμι,Ἀτρείδης,ἄγω,Ἀχαιός,ἄλλος,ἀποδατέομαι,ὅσος,ἀυτή,πόλεμος,ἔγχος,ἀσπίς,κόρυς,ἀνήρ,ἀσπίς,κόρυς,ἀνήρ,ἔγχος,νέκυς,αἴθουσα,ἀλλήλων,ἐγώ,ὀφθαλμός,αἱρέω,στόμα,ἐρείδω,δόρυ,ὁ,θρόνος,κίων,αὐτός,μέσος,κίων,τοῖχος,μυχός,οὐδός,ῥώψ,λύγος,πεῖσμα,πούς,ναῦς,ἔγχος,ὦμος
περιτρέω|ὁ,λαός|βοῦς,ἄκων
ἀνθίστημι|Ἄρτεμις,Ἑρμῆς,ποταμός,θεός,ἀνήρ,Τρώς|῞ἥρα,Λητώ,Ἥφαιστος,ὅς,Ἀχαιός,ναῦς
ἐξάγω|Πολίτης,ὅς,Εἰλείθυια,μένος,Φύλας,ἐγώ,ἠώς,νύξ,λαός,νεβρός,θυμός,ἐγώ,σύ,Μενέλαος,θεράπων,Ἶρις,ἀλύσκω,ὁ,ὁ,φάος,Ἀθήνη,κῆρυξ,σύ,μῆτις|ὁ,μέσος,χείρ,πόλεμος,ἵππος,ἡνίοχος,ἅρμα,κόρη,σφεῖς,ὁ,φόως,αὐγή,ὁ,δῶμα,ἕδνον,ὁ,σύ,οὗτος,ἄριστος,Ἄργος,πτολίεθρον,τύμβος,πεδίον,τύμβος,αὐτός,πεδίον,αὐτός,τεῖχος,πύργος,ὁ,θύραζε,χείρ,ἑταῖρος,ναῦς,φθίω,Φθία,νέομαι,παῖς,ἕ,μάχη,Ἄρης,ὁ,ὅμιλος,χείρ,σχεδόν,ἵππος,ὁ,ὅμιλος,ὀδύνη,δόμος,δμωή,μέγαρον,ψυχή,Ἀφροδίτη,ὁ,μέγαρον,δμωή,μέγαρον,ναῦς,ἐγώ,χείρ,δόμος,θύραζε,ὁ,νύξ,πόλις,πάσσαλος,φόρμιγξ,χείρ,μέγαρον,σύ,ἄντρον,θνήσκω
συναείρω|ἀνήρ,ὅς|ἵππος,κελητίζω,ἵππος,πεδίον,ἄστυ
ὑποφαίνω||θρῆνυς,τράπεζα,ὅς,πούς
ἐσθίω|πῦρ,γύψ,ὅς,φεύγω,κύων,γύψ,κύων,εὐλή,κύων,Ζεύς,ὅς,γύψ,ἐγώ,Κίρκη,οἷος,οἶκος,ἔργον,δόμος,Κύκλωψ,ὁ,ἀοιδός,Κύκλωψ,λέων,νέος,ἐκεῖνος,θεός,γύψ,νήπιος,ὅς,ὁ,ἔργον,ἔπος,ὅς,ἀνήρ|ὁ,ὁ,σύ,Ἴλιος,πολύς,μιν,σύ,ψευδής,ὅρκιον,χρώς,ἄλοχος,τέκνον,πτολίεθρον,βρώμη,οἶνος,θυμός,γαῖα,βρώμη,οἶνος,βρώμη,ὁ,δμώς,πάρειμι,ὅδε,μῆλον,βοῦς,ὕβρις,ὅσος,ἔρδω,ἀποτίνω,ποινή,ὅς,κρέας,οἶνος,κακός,μνηστήρ,ἑταῖρος,ἔγκατα,σάρξ,ὀστέον,ἄλλῃ,σύ,δῶμα,οἷος,πᾶς,βίοτος,κτῆμα,νόος,ὅς,ἕ,στῆθος,σύ,ἀτασθαλία,βοῦς,κρέας,σύ,στῆθος,ἐγώ,ἐγώ,δῶμα
ἐπευφημέω|Ἀχαιός,Ἀχαιός|αἰδέομαι,ἱερεύς,δέχομαι,ἄποινα,αἰδέομαι,ἱερεύς,δέχομαι,ἄποινα
ἐφανδάνω|ὅς,Ἀμφίνομος,μῦθος,Ἀντίνοος,μῦθος,Ἀντίνοος,μῦθος,Ἀμφίνομος,μῦθος,Ἀντίνοος,μῦθος,Ἀντίνοος,μῦθος,Ἀλκίνοος,μῦθος|ἐγώ,κατακαίω,θυμός,βουλή,θεός,ὁ,ὁ,ὁ,ὁ,ὁ,ὁ,ὁ
καθιζάνω|θεός,Ζεύς,κράτος|θᾶκος
παμφαίνω|Πρίαμος,ἀστήρ,ὅς,αὐγή,Ἕκτωρ,ἀστήρ,Ἀχιλλεύς,Ὑπερίων,ἠλέκτωρ,πούς,ἧλος,κολεόν,Ἀγαμέμνων,ὅς|ὁ,ὅς,ἀσπίς,νέφος,ἵππος,Πέργαμος,σάκος,ἀορτήρ,ὁ,αὖθι,χιτών,κόρυς,ἀσπίς,πῦρ
ὑποστορέννυμι|ὁ,ὁ,τις|κοῖτος,ὕπνος,δέμνιον,ὑποστορέννυμι,δμωή,λέκτρον,ῥῆγος,καθεύδω,βοείη,κῶας
θύω|ὁ,ὅς,Ἀχιλλεύς,ταῦρος,ὁ,ὁ,Ἀχαιός,υἱός,Ἀπόλλων,ἵππος,κῦμα,ὁ,στόνος,κάρα,δάπεδον,Ζεύς,ἄνεμος,ἐγώ,Ζέφυρος,θύελλα,Ζέφυρος,Νότος,δάπεδον,στόνος,κάρα,δάπεδον,ὅς|ῥεῖθρον,νεκρός,ὅς,ὁ,θύραζε,χέρσος,Ἀχιλλεύς,ἀφρός,αἷμα,νέκυς,κῆδος,ὅς,νοέω,Τροία,ὁ,Τρώς,Ὀδυσσεύς,θεός,θύω,πῦρ,τυρός,μιν,ἄργμα,θεός,οἶνος,Ὀδυσσεύς,χείρ,πληγή,κέλευθος,ὁ,Ἀθήνη,αἷμα,ἦμαρ,θύω,πόντος,ἱστός,ἱστίον,πρότονοι,θύω,ἄλγος,θυμός,Χάρυβδις,θυμός,κρατήρ,τράπεζα,αἷμα,μένος,αἷμα,σύ,θύος,δαίμων,κεφαλή,ἑταῖρος,σύ,ἐγώ
φύω|πτελέα,ἰτέα,μυρίκη,λωτός,θρύον,κύπειρον,ὁ,κέρας,ὁ,αἴγειρος,ὅς,ὄζος,ἄνεμος,ὕλη,ὥρα,γενεά,ὅς,ὕπνος,ὄσσε,ὅς,ὁ,αἴγειρος,ὅς,ὄζος,χθών,ὅς,ὁ,Θέτις,Ἀνδρομάχη,αἴγειρος,ἐλάτη,ὁ,δένδρεον,ὁ,ἐκεῖνος,Ζεφυρίη,ὁ,ὁ,ὁ,πρασιά,αἴγειρος,παῖς,θεός,Θεοκλύμενος,Ἀντίνοος,ὁ,θάμνος,θρίξ,φάρμακον,Κίρκη,ὅς,ὅς,ὄμβρος|κεφαλή,κονία,χαμαί,φύλλον,χαμάδις,ἐλάτη,αἰθήρ,κονία,χαμαί,πόα,λωτός,κρόκος,ὑάκινθος,χείρ,ἔπος,χείρ,ἔπος,πλησίος,θρόνος,χείρ,ἔπος,ὁ,ἕ,χείρ,ἔπος,ἕ,χείρ,ἔπος,ἕ,δάκρυον,χείρ,ἔπος,ὁδός,ἐσχατιά,φύω,δῶμα,δόρυ,θάμνος,ὁμόθεν,ἐγώ,χείρ,ἀλλήλων,ὁ,ἄλλος,Τηλέμαχος,ὅς,χεῖλος,Τηλέμαχος,χείρ,ἐγώ,χείρ,ἔπος,ἔργον,ἕ,χείρ,ἔπος,ὁ,ἑταῖρος,ἕ,χείρ,ἔπος,Τηλέμαχος,χείρ,ἔπος,δῶμα,χείρ,ἔπος,μέλος,ὅς,ὁ,σφεῖς,γαῖα,θεός,φυτόν,οἶνος,σφεῖς
